Unnamed: 0,ZipCode,OZONE_AQI,PM2.5_AQI,Year,DataSource,Category,Measure,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
52,2120,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,19.1,18.7,19.5,15181,POINT (-71.1034205 42.32996053),2120,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
52,2120,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,3.0,2.9,3.0,15181,POINT (-71.1034205 42.32996053),2120,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
52,2120,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,20.0,18.5,21.5,15181,POINT (-71.1034205 42.32996053),2120,HLTHSTAT,MHLTH,CrdPrv,Mental Health
52,2120,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,12.5,11.9,13.1,15181,POINT (-71.1034205 42.32996053),2120,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
52,2120,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.3,2.2,2.3,15181,POINT (-71.1034205 42.32996053),2120,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
56,2121,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,46.3,45.8,46.8,25978,POINT (-71.0857015 42.30789041),2121,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
57,2121,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,4.9,4.7,5.0,25978,POINT (-71.0857015 42.30789041),2121,HLTHOUT,STROKE,CrdPrv,Stroke
57,2121,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,34.9,34.5,35.3,25978,POINT (-71.0857015 42.30789041),2121,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
57,2121,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,14.1,13.8,14.4,25978,POINT (-71.0857015 42.30789041),2121,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
57,2121,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,18.9,18.3,19.5,25978,POINT (-71.0857015 42.30789041),2121,HLTHSTAT,MHLTH,CrdPrv,Mental Health
57,2121,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,14.8,14.5,15.1,25978,POINT (-71.0857015 42.30789041),2121,HLTHOUT,DIABETES,CrdPrv,Diabetes
57,2121,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,4.9,4.9,5.0,25978,POINT (-71.0857015 42.30789041),2121,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
57,2121,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,4.0,3.9,4.0,25978,POINT (-71.0857015 42.30789041),2121,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
57,2121,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,6.2,6.1,6.4,25978,POINT (-71.0857015 42.30789041),2121,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
57,2121,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,7.1,6.8,7.4,25978,POINT (-71.0857015 42.30789041),2121,HLTHOUT,COPD,CrdPrv,COPD
61,2122,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,41.3,40.9,41.7,23479,POINT (-71.0529894 42.2949918),2122,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
62,2122,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,16.4,16.0,16.9,23479,POINT (-71.0529894 42.2949918),2122,HLTHSTAT,MHLTH,CrdPrv,Mental Health
62,2122,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,27.3,27.0,27.6,23479,POINT (-71.0529894 42.2949918),2122,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
62,2122,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,3.3,3.2,3.4,23479,POINT (-71.0529894 42.2949918),2122,HLTHOUT,STROKE,CrdPrv,Stroke
62,2122,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.4,5.2,5.6,23479,POINT (-71.0529894 42.2949918),2122,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
62,2122,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,6.0,5.8,6.3,23479,POINT (-71.0529894 42.2949918),2122,HLTHOUT,COPD,CrdPrv,COPD
62,2122,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,5.3,5.2,5.4,23479,POINT (-71.0529894 42.2949918),2122,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
62,2122,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,10.2,9.9,10.4,23479,POINT (-71.0529894 42.2949918),2122,HLTHOUT,DIABETES,CrdPrv,Diabetes
62,2122,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,11.5,11.3,11.7,23479,POINT (-71.0529894 42.2949918),2122,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
62,2122,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.8,2.7,2.8,23479,POINT (-71.0529894 42.2949918),2122,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
66,2124,31.94269340974212,43.50716332378224,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,43.3,42.9,43.7,47783,POINT (-71.07137829 42.28596194),2124,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
67,2124,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,5.4,5.4,5.5,47783,POINT (-71.07137829 42.28596194),2124,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
67,2124,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,12.0,11.7,12.2,47783,POINT (-71.07137829 42.28596194),2124,HLTHOUT,DIABETES,CrdPrv,Diabetes
67,2124,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,12.7,12.5,12.9,47783,POINT (-71.07137829 42.28596194),2124,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
67,2124,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.4,5.3,5.6,47783,POINT (-71.07137829 42.28596194),2124,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
67,2124,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,3.9,3.8,4.1,47783,POINT (-71.07137829 42.28596194),2124,HLTHOUT,STROKE,CrdPrv,Stroke
67,2124,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,16.4,16.0,16.8,47783,POINT (-71.07137829 42.28596194),2124,HLTHSTAT,MHLTH,CrdPrv,Mental Health
67,2124,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,31.5,31.2,31.8,47783,POINT (-71.07137829 42.28596194),2124,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
67,2124,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,3.2,3.2,3.3,47783,POINT (-71.07137829 42.28596194),2124,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
67,2124,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,6.0,5.8,6.3,47783,POINT (-71.07137829 42.28596194),2124,HLTHOUT,COPD,CrdPrv,COPD
71,2125,30.349056603773583,42.80757097791798,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,40.5,40.1,40.9,33295,POINT (-71.05695972 42.3162008),2125,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
72,2125,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,3.1,3.0,3.1,33295,POINT (-71.05695972 42.3162008),2125,HLTHOUT,STROKE,CrdPrv,Stroke
72,2125,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,25.3,25.0,25.5,33295,POINT (-71.05695972 42.3162008),2125,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
72,2125,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,4.8,4.7,4.9,33295,POINT (-71.05695972 42.3162008),2125,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
72,2125,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.6,2.6,2.7,33295,POINT (-71.05695972 42.3162008),2125,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
72,2125,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,4.7,4.7,4.8,33295,POINT (-71.05695972 42.3162008),2125,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
72,2125,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,11.9,11.7,12.1,33295,POINT (-71.05695972 42.3162008),2125,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
72,2125,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,9.4,9.2,9.6,33295,POINT (-71.05695972 42.3162008),2125,HLTHOUT,DIABETES,CrdPrv,Diabetes
72,2125,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,5.5,5.3,5.7,33295,POINT (-71.05695972 42.3162008),2125,HLTHOUT,COPD,CrdPrv,COPD
72,2125,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,17.2,16.7,17.7,33295,POINT (-71.05695972 42.3162008),2125,HLTHSTAT,MHLTH,CrdPrv,Mental Health
76,2127,30.35048231511254,42.61935483870968,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,33.6,33.0,34.3,31799,POINT (-71.05000701 42.33258472),2127,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
77,2127,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.5,12.9,14.2,31799,POINT (-71.05000701 42.33258472),2127,HLTHSTAT,MHLTH,CrdPrv,Mental Health
77,2127,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.9,1.9,2.0,31799,POINT (-71.05000701 42.33258472),2127,HLTHOUT,STROKE,CrdPrv,Stroke
77,2127,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,3.9,3.6,4.1,31799,POINT (-71.05000701 42.33258472),2127,HLTHOUT,COPD,CrdPrv,COPD
77,2127,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,3.6,3.5,3.8,31799,POINT (-71.05000701 42.33258472),2127,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
77,2127,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,19.0,18.7,19.3,31799,POINT (-71.05000701 42.33258472),2127,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
77,2127,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.9,1.9,2.0,31799,POINT (-71.05000701 42.33258472),2127,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
77,2127,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,5.4,5.3,5.5,31799,POINT (-71.05000701 42.33258472),2127,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
77,2127,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,5.7,5.6,5.9,31799,POINT (-71.05000701 42.33258472),2127,HLTHOUT,DIABETES,CrdPrv,Diabetes
77,2127,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.1,9.9,10.3,31799,POINT (-71.05000701 42.33258472),2127,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
81,2128,31.565934065934066,35.932203389830505,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,38.3,37.9,38.8,40508,POINT (-71.015624 42.36281022),2128,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
82,2128,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.5,10.3,10.7,40508,POINT (-71.015624 42.36281022),2128,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
82,2128,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,4.9,4.8,4.9,40508,POINT (-71.015624 42.36281022),2128,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
82,2128,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,8.5,8.3,8.7,40508,POINT (-71.015624 42.36281022),2128,HLTHOUT,DIABETES,CrdPrv,Diabetes
82,2128,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.5,2.4,2.6,40508,POINT (-71.015624 42.36281022),2128,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
82,2128,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.6,2.5,2.7,40508,POINT (-71.015624 42.36281022),2128,HLTHOUT,STROKE,CrdPrv,Stroke
82,2128,31.304469273743017,33.2169014084507,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,16.0,15.5,16.5,40508,POINT (-71.015624 42.36281022),2128,HLTHSTAT,MHLTH,CrdPrv,Mental Health
82,2128,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,22.4,22.1,22.7,40508,POINT (-71.015624 42.36281022),2128,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
82,2128,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,5.4,5.1,5.6,40508,POINT (-71.015624 42.36281022),2128,HLTHOUT,COPD,CrdPrv,COPD
82,2128,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,4.9,4.7,5.0,40508,POINT (-71.015624 42.36281022),2128,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
86,2129,31.565934065934066,35.932203389830505,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,34.1,33.4,34.9,16439,POINT (-71.063693 42.37894998),2129,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
87,2129,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.0,1.9,2.1,16439,POINT (-71.063693 42.37894998),2129,HLTHOUT,STROKE,CrdPrv,Stroke
87,2129,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,3.9,3.7,4.0,16439,POINT (-71.063693 42.37894998),2129,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
87,2129,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.0,1.9,2.0,16439,POINT (-71.063693 42.37894998),2129,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
87,2129,31.304469273743017,33.2169014084507,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.0,12.4,13.8,16439,POINT (-71.063693 42.37894998),2129,HLTHSTAT,MHLTH,CrdPrv,Mental Health
87,2129,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,4.0,3.7,4.4,16439,POINT (-71.063693 42.37894998),2129,HLTHOUT,COPD,CrdPrv,COPD
87,2129,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,6.1,5.9,6.3,16439,POINT (-71.063693 42.37894998),2129,HLTHOUT,DIABETES,CrdPrv,Diabetes
87,2129,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,20.3,19.9,20.7,16439,POINT (-71.063693 42.37894998),2129,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
87,2129,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.0,9.8,10.3,16439,POINT (-71.063693 42.37894998),2129,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
87,2129,31.304469273743017,33.2169014084507,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,5.6,5.5,5.7,16439,POINT (-71.063693 42.37894998),2129,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
91,2130,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,34.8,34.4,35.3,35401,POINT (-71.11485808 42.3098728),2130,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
92,2130,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,4.0,3.8,4.2,35401,POINT (-71.11485808 42.3098728),2130,HLTHOUT,COPD,CrdPrv,COPD
92,2130,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.0,12.6,13.5,35401,POINT (-71.11485808 42.3098728),2130,HLTHSTAT,MHLTH,CrdPrv,Mental Health
92,2130,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.3,2.2,2.4,35401,POINT (-71.11485808 42.3098728),2130,HLTHOUT,STROKE,CrdPrv,Stroke
92,2130,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,21.7,21.5,22.0,35401,POINT (-71.11485808 42.3098728),2130,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
92,2130,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,4.1,4.0,4.2,35401,POINT (-71.11485808 42.3098728),2130,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
92,2130,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,7.3,7.1,7.4,35401,POINT (-71.11485808 42.3098728),2130,HLTHOUT,DIABETES,CrdPrv,Diabetes
92,2130,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,5.6,5.5,5.6,35401,POINT (-71.11485808 42.3098728),2130,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
92,2130,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.2,10.0,10.4,35401,POINT (-71.11485808 42.3098728),2130,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
92,2130,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.3,2.3,2.3,35401,POINT (-71.11485808 42.3098728),2130,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
96,2134,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,35.2,34.2,36.2,21503,POINT (-71.12946911 42.35785863),2134,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
97,2134,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,2.7,2.5,2.9,21503,POINT (-71.12946911 42.35785863),2134,HLTHOUT,COPD,CrdPrv,COPD
97,2134,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.4,1.4,1.5,21503,POINT (-71.12946911 42.35785863),2134,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
97,2134,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.1,9.8,10.5,21503,POINT (-71.12946911 42.35785863),2134,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
97,2134,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,15.3,14.3,16.5,21503,POINT (-71.12946911 42.35785863),2134,HLTHSTAT,MHLTH,CrdPrv,Mental Health
97,2134,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,2.8,2.8,2.9,21503,POINT (-71.12946911 42.35785863),2134,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
97,2134,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,2.4,2.3,2.5,21503,POINT (-71.12946911 42.35785863),2134,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
97,2134,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.3,1.2,1.3,21503,POINT (-71.12946911 42.35785863),2134,HLTHOUT,STROKE,CrdPrv,Stroke
97,2134,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,4.1,4.0,4.2,21503,POINT (-71.12946911 42.35785863),2134,HLTHOUT,DIABETES,CrdPrv,Diabetes
97,2134,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,14.0,13.7,14.3,21503,POINT (-71.12946911 42.35785863),2134,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
101,2135,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,33.7,33.1,34.3,42780,POINT (-71.15381592 42.34988596),2135,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
102,2135,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,3.3,3.2,3.5,42780,POINT (-71.15381592 42.34988596),2135,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
102,2135,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,5.0,4.9,5.1,42780,POINT (-71.15381592 42.34988596),2135,HLTHOUT,DIABETES,CrdPrv,Diabetes
102,2135,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.7,1.7,1.8,42780,POINT (-71.15381592 42.34988596),2135,HLTHOUT,STROKE,CrdPrv,Stroke
102,2135,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,17.2,16.9,17.4,42780,POINT (-71.15381592 42.34988596),2135,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
102,2135,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.0,9.8,10.2,42780,POINT (-71.15381592 42.34988596),2135,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
102,2135,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.8,1.7,1.8,42780,POINT (-71.15381592 42.34988596),2135,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
102,2135,31.304469273743017,34.99452054794521,2019,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,14.0,13.4,14.7,42780,POINT (-71.15381592 42.34988596),2135,HLTHSTAT,MHLTH,CrdPrv,Mental Health
102,2135,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,4.6,4.5,4.6,42780,POINT (-71.15381592 42.34988596),2135,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
102,2135,31.304469273743017,34.99452054794521,2019,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,3.3,3.1,3.5,42780,POINT (-71.15381592 42.34988596),2135,HLTHOUT,COPD,CrdPrv,COPD
106,2138,31.565934065934066,43.07988980716254,2018,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,31.8,31.1,32.4,36314,POINT (-71.13449506 42.38003166),2138,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
