"AQSID","SiteName","Status","EPARegion","Latitude","Longitude","Elevation","GMTOffset","CountryCode","StateName","ValidDate","ValidTime","DataSource","ReportingArea_PipeDelimited","OZONE_AQI","PM10_AQI","PM25_AQI","NO2_AQI","OZONE_Measured","PM10_Measured","PM25_Measured","NO2_Measured","CO","CO_Unit","PM25","PM25_Unit","SO2","SO2_Unit","OZONE","OZONE_Unit","NO2","NO2_Unit","PM10","PM10_Unit"
"060270026","Bill Stanley","Active","R9","36.3619","-118.0108","0.0","-8.0","US","CA","01/21/21","00:00","Great Basin Unified Air Pollution Control District","Olancha","","7.0","","","0","1","0","0","","","","","","","","","","","9.1","UG/M3"
"360430005","Nicks Lake","Inactive","R2","43.6856","-74.9864","0.0","-5.0","US","NY","01/21/21","00:00","New York Dept. of Environmental Conservation","Adirondacks Region","","","","","1","0","0","0","","","","","","","","","","","",""
"060270025","Shell Cut","Active","R9","36.3663","-117.8976","0.0","-8.0","US","CA","01/21/21","00:00","Great Basin Unified Air Pollution Control District","Owens Lake","","6.0","","","0","1","0","0","","","","","","","","","","","8.0","UG/M3"
"720330004","CataÂ¤o 40","Active","R2","18.428388","-66.141657","0.0","-4.0","US","PR","01/21/21","00:00","Puerto Rico Environmental Quality Board","Catano","","","","","0","1","1","0","","","","","","","","","","","",""
"360671015","E Syracuse","Active","R2","43.0528","-76.0597","0.0","-5.0","US","NY","01/21/21","00:00","New York Dept. of Environmental Conservation","Central New York Region","29.0","","","","1","0","0","0","","","","","","","27.0","PPB","","","",""
"037201550","JPN Site 037201550","Active","","34.317717","134.025663","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"270370480","Lakeville - Near Road","Active","R5","44.706123","-93.285803","0.0","-6.0","US","MN","01/21/21","00:00","Minnesota Pollution Control Agency","South Twin Cities Metro","","","16.0","2.0","0","0","1","1","0.08","PPM","5.0","UG/M3","","","","","2.0","PPB","",""
"510030001","Albemarle HS","Active","R3","38.076599","-78.503998","176.9","-5.0","US","VA","01/21/21","00:00","Virginia Dept. of Environmental Quality","","27.0","","20.0","","1","0","1","0","","","5.4","UG/M3","","","29.0","PPB","","","",""
"180670004","Kokomo - E. Vaile Ave.","Active","R5","40.481349","-86.109718","0.0","-5.0","US","IN","01/21/21","00:00","Indiana Dept. of Environmental Management","","25.0","","25.0","","1","0","1","0","","","6.5","UG/M3","","","25.0","PPB","","","",""
"160790017","Pinehurst","Active","R10","47.536712","-116.236867","680.5","-8.0","US","ID","01/21/21","00:00","Idaho Department of Environmental Quality","Pinehurst","","28.0","51.0","","0","1","1","0","","","","","","","","","","","38.0","UG/M3"
"034207320","JPN Site 034207320","Active","","34.443523","133.256555","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"012216010","JPN Site 012216010","Active","","35.685453","140.032324","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"551330027","WAUKESHA - CLEVELAND AVE","Active","R5","43.0203","-88.215","0.0","-6.0","US","WI","01/21/21","00:00","Wisconsin Dept. of Natural Resources","Waukesha/Jefferson Counties","","12.0","30.0","","1","1","1","0","","","7.4","UG/M3","","","","","","","11.8","UG/M3"
"530010003","Ritzville-Alder St ","Active","R10","47.127998","-118.381897","550.2","-8.0","US","WA","01/21/21","00:00","Washington Department of Ecology","Ritzville","","","18.0","","0","0","1","0","","","4.8","UG/M3","","","","","","","",""
"060719004","San Bernadino - 4th Street","Active","R9","34.106678","-117.274063","102.5","-8.0","US","CA","01/21/21","00:00","South Coast AQMD","San Bernardino Co. Metro|C San Bernardino","31.0","30.0","","4.0","1","1","0","1","0.16","PPM","","","","","34.0","PPB","5.0","PPB","27.2","UG/M3"
"060270019","Lone Pine Meteorological Site","Inactive","R9","36.6076","-118.0477","0.0","-8.0","US","CA","01/21/21","00:00","Great Basin Unified Air Pollution Control District","Lone Pine","","","","","0","0","0","0","","","","","","","","","","","",""
"060719002","Joshua Tree NP - Black Rock","Active","USEPA","34.0714","-116.3906","1244.4","-8.0","US","CA","01/21/21","00:00","National Park Service","Mojave Desert|Joshua Tree National Park","30.0","","","","1","0","0","0","","","","","","","33.0","PPB","","","",""
"211110075","Near Road","Active","R4","38.1935","-85.7121","0.0","-5.0","US","KY","01/21/21","00:00","Louisville Metro Air Pollution Control District ","Louisville","","19.0","34.0","34.0","0","1","1","1","0.43","PPM","9.6","UG/M3","","","","","37.0","PPB","24.6","UG/M3"
"007204160","JPN Site 007204160","Active","","36.946722","140.878862","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","3.0","PPB","","","","","",""
"006201100","JPN Site 006201100","Active","","38.216854","140.319683","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"370130006","Aurora","Inactive","R4","35.345","-76.7833","4.0","-5.0","US","NC","01/21/21","00:00","North Carolina DEQ - Division of Air Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"370130007","PCS Phosphate","Inactive","R4","35.340401","-76.7799","4.0","-5.0","US","NC","01/21/21","00:00","North Carolina DEQ - Division of Air Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"480971504","Gainsville Doss Street C1504","Active","R6","33.63317","-97.153805","231.8","0.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"040130019","West Phoenix","Active","R9","33.483799","-112.142601","333.1","-7.0","US","AZ","01/21/21","00:00","Maricopa County Air Quality Department","Phoenix","31.0","12.0","11.0","5.0","1","1","1","1","0.3","PPM","2.2","UG/M3","","","34.0","PPB","5.0","PPB","11.7","UG/M3"
"420010001","Arendtsville","Active","R3","39.9233","-77.3081","269.0","-5.0","US","PA","01/21/21","00:00","Pennsylvania Dept. of Environmental Protection","","31.0","","17.0","","1","0","1","0","","","4.0","UG/M3","","","34.0","PPB","","","",""
"211850004","BUCKNER","Active","R4","38.3986","-85.4433","0.0","-5.0","US","KY","01/21/21","00:00","Kentucky DEP","Louisville","","","","","1","0","0","0","","","","","","","","","","","",""
"420010002","BIGL","Inactive","R3","39.934399","-77.253304","0.0","-5.0","US","PA","01/21/21","00:00","Pennsylvania Dept. of Environmental Protection","","","","","","1","0","0","0","","","","","","","","","","","",""
"008202200","JPN Site 008202200","Active","","36.495376","140.582519","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"360715001","Valley Central","Active","R2","41.5231","-74.215","0.0","-5.0","US","NY","01/21/21","00:00","New York Dept. of Environmental Conservation","Lower Hudson Valley Region|Valley Central","31.0","","","","1","0","0","0","","","","","","","34.0","PPB","","","",""
"481410002","Tillman C413","Inactive","R6","31.757654","-106.482922","1131.6","-7.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"022213510","JPN Site 022213510","Active","","34.782181","138.015033","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.6","PPM","","","","","","","","","",""
"586PK4010001","Peshawar","Active","DSPK","34.005852","71.53775","0.0","5.0","PK","N/A","01/21/21","00:00","U.S. Department of State Pakistan - Peshawar","Peshawar","","","73.0","","0","0","1","0","","","17.0","UG/M3","","","","","","","",""
"361010003","Pinnacle State Park","Active","R2","42.0972","-77.2103","0.0","-5.0","US","NY","01/21/21","00:00","New York Dept. of Environmental Conservation","Central New York Region","32.0","","","","1","1","0","0","","","","","","","35.0","PPB","","","",""
"007204170","JPN Site 007204170","Active","","36.928945","140.821645","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"026207030","JPN Site 026207030","Active","","34.85269","135.790214","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"017204010","JPN Site 017204010","Active","","37.298283","136.951394","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","0.0","PPB","","","","","",""
"060270004","Lone Pine","Active","R9","36.609","-118.0578","0.0","-8.0","US","CA","01/21/21","00:00","Great Basin Unified Air Pollution Control District","Lone Pine","","12.0","","","0","1","0","0","","","","","","","","","","","16.1","UG/M3"
"211110067","Cannons Lane","Active","R4","38.2286","-85.6544","164.1","-5.0","US","KY","01/21/21","00:00","Louisville Metro Air Pollution Control District ","Louisville","10.0","12.0","28.0","28.0","1","1","1","1","0.24","PPM","7.1","UG/M3","1.0","PPB","8.0","PPB","30.0","PPB","15.4","UG/M3"
"060270002","NCore - White Mountain Research Center - OVL","Active","R9","37.360701","-118.330835","1232.5","-8.0","US","CA","01/21/21","00:00","Great Basin Unified Air Pollution Control District","Bishop","34.0","13.0","8.0","","1","1","1","0","0.13","PPM","2.6","UG/M3","0.0","PPB","38.0","PPB","","","17.8","UG/M3"
"211110051","WATSON","Active","R4","38.0608","-85.8961","0.0","-5.0","US","KY","01/21/21","00:00","Louisville Metro Air Pollution Control District ","Louisville","","","","","1","1","1","0","","","","","","","","","","","",""
"001205540","JPN Site 001205540","Active","","42.344481","141.023602","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"350250008","Hobbs Jefferson","Active","R6","32.7267","-103.1233","1110.8","-7.0","US","NM","01/21/21","00:00","New Mexico Air Quality Bureau","Hobbs","18.0","","18.0","10.0","1","0","1","1","","","4.0","UG/M3","","","17.0","PPB","11.0","PPB","",""
"471632003","KSPORT","Active","R4","36.5819","-82.4858","0.0","-5.0","US","TN","01/21/21","00:00","Tennessee Air Pollution Control Div.","Tri-Cities","","","","","1","0","0","0","","","","","","","","","","","",""
"008203520","JPN Site 008203520","Active","","36.041529","140.165352","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.4","PPM","","","","","","","","","",""
"009205010","JPN Site 009205010","Active","","36.567298","139.744252","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"482150043","Mission C43","Active","R6","26.226226","-98.29107","39.7","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Brownsville-McAllen","10.0","","16.0","","1","1","1","0","","","4.0","UG/M3","","","9.0","PPB","","","",""
"471632002","BVILLE","Active","R4","36.5408","-82.4258","0.0","-5.0","US","TN","01/21/21","00:00","Tennessee Air Pollution Control Div.","Tri-Cities","","","","","1","0","0","0","","","","","","","","","","","",""
"481675005","Galveston KGLS C5005","Active","R6","29.2703","-94.8642","3.1","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"160090011","Plummer CDA Tribe","Active","R10","47.3386","-116.885902","828.4","-8.0","US","ID","01/21/21","00:00","Idaho Department of Environmental Quality","Coeur d'Alene Reservation","","","16.0","","0","0","1","0","","","1.0","UG/M3","","","","","","","",""
"160090010","St. Maries","Active","R10","47.3167","-116.570297","664.9","-8.0","US","ID","01/21/21","00:00","Idaho Department of Environmental Quality","St. Maries","","","37.0","","0","0","1","0","","","10.0","UG/M3","","","","","","","",""
"010730023","NO. BHAM","Active","R4","33.5531","-86.815","0.0","-6.0","US","AL","01/21/21","00:00","Jefferson County Department of Health","Birmingham","12.0","13.0","","","1","1","0","0","","","","","","","4.0","PPB","","","16.3","UG/M3"
"023446020","JPN Site 023446020","Active","","34.787161","136.857907","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"000011002","FIREHALL-LABRADORCITY2","Active","CA","52.945487","-66.910306","0.0","-4.0","CA","CC","01/21/21","00:00","Environment Canada","","","","0.0","","0","0","1","0","","","-3.0","UG/M3","","","","","","","",""
"039210010","JPN Site 039210010","Active","","32.983673","132.902763","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","0.0","PPB","","","","","",""
"022201530","JPN Site 022201530","Active","","34.949669","138.326944","0.0","9.0","","AK","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.3","PPM","","","","","","","","","",""
"012228010","JPN Site 012228010","Active","","35.669346","140.171757","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"420170012","Bristol","Active","R3","40.107201","-74.882202","0.0","-5.0","US","PA","01/21/21","00:00","Pennsylvania Dept. of Environmental Protection","Philadelphia","22.0","","","","1","0","0","0","","","","","","","26.0","PPB","","","",""
"080590011","Golden - NREL - 2054 Quaker St.","Active","R8","39.7419","-105.1786","1571.1","-7.0","US","CO","01/21/21","00:00","Colorado Department of Public Health and Environment","Denver-Boulder","37.0","","","","1","0","0","0","","","","","","","42.0","PPB","","","",""
"240053474","Hart Miller Island","Inactive","R3","39.2572","-76.3446","13.4","-5.0","US","MD","01/21/21","00:00","Maryland Department of the Environment","","","","","","1","0","0","0","","","","","","","","","","","",""
"000070203","Brandon","Active","CA","49.8422","-99.9189","0.0","-6.0","CA","CC","01/21/21","00:00","Manitoba Conservation Air Quality Section","","","0.0","10.0","","1","1","1","0","","","2.3","UG/M3","","","","","","","-0.3","UG/M3"
"011442010","JPN Site 011442010","Active","","36.030411","139.71289","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"080590013","Aspen Park","Inactive","R8","39.5415","-105.2984","2474.8","-7.0","US","CO","01/21/21","00:00","Colorado Department of Public Health and Environment","Denver-Boulder","","","","","1","0","0","0","","","","","","","","","","","",""
"008220010","JPN Site 008220010","Active","","36.104853","140.020361","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"800150332","Los Laureles","Active","MX","19.5787","-99.0396","2231.4","-6.0","MX","MX","01/21/21","00:00","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","Mexico City","","","","","1","0","0","1","","","","","","","","","","","",""
"800150333","San AgustÂ¡n","Active","MX","19.5329","-99.0303","2242.4","-6.0","MX","MX","01/21/21","00:00","Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico","Mexico City","25.0","56.0","81.0","21.0","1","1","1","1","0.4","PPM","18.0","UG/M3","8.0","PPB","27.0","PPB","22.0","PPB","62.0","UG/M3"
"022201500","JPN Site 022201500","Active","","34.973278","138.376661","0.0","9.0","","AK","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"391150004","Hackney","Active","R5","39.632301","-81.670097","0.0","-5.0","US","OH","01/21/21","00:00","Ohio EPA-DAPC","","","","","","0","0","0","0","","","","","0.0","PPB","","","","","",""
"550090005","GREEN BAY E HIGH","Active","R5","44.5167","-87.9939","0.0","-6.0","US","WI","01/21/21","00:00","Wisconsin Dept. of Natural Resources","Outagamie/Brown Counties","","","32.0","","0","0","1","0","","","8.1","UG/M3","-1.0","PPB","","","","","",""
"401431127","Tulsa","Active","R6","36.206699","-95.976402","0.0","-6.0","US","OK","01/21/21","00:00","Oklahoma Department of Environmental Quality","Tulsa","18.0","12.0","25.0","6.0","1","1","1","1","0.21","PPM","5.7","UG/M3","0.0","PPB","23.0","PPB","7.0","PPB","11.0","UG/M3"
"682SAU010001","Riyadh","Active","DSSA","24.7136","46.6753","0.0","3.0","SA","N/A","01/21/21","00:00","U.S. Department of State Saudi Arabia - Riyadh","Riyadh","","","","","0","0","1","0","","","","","","","","","","","",""
"044201010","JPN Site 044201010","Active","","33.190296","131.623693","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"483091037","Waco C1037","Active","R6","31.6531","-97.0706","140.3","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Waco-Killeen","16.0","","35.0","","1","0","1","1","","","7.6","UG/M3","","","14.0","PPB","","","",""
"028204560","JPN Site 028204560","Active","","34.720475","135.366922","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.5","PPM","","","","","","","","","",""
"005201340","JPN Site 005201340","Active","","39.790015","140.06241","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"450791001","Sandhill","Active","R4","34.1311","-80.868301","136.9","-5.0","US","SC","01/21/21","00:00","South Carolina DHEC","Columbia","","","","14.0","0","0","0","1","","","","","","","","","15.0","PPB","",""
"840060299999","Kernville","Active","USEPA","35.755","-118.4175","0.0","-8.0","US","CA","01/21/21","00:00","Forest Service","","33.0","","","","1","0","1","0","","","","","","","38.0","PPB","","","",""
"291370001","MTSP","Active","R7","39.4751","-91.78899","216.6","-6.0","US","MO","01/21/21","00:00","Missouri Department of Natural Resources","Mark Twain State Park","26.0","6.0","","2.0","1","1","0","1","","","","","2.0","PPB","29.0","PPB","2.0","PPB","7.0","UG/M3"
"000050604","Rouyn-Noranda - Parc Tremblay","Active","CA","48.2344","-78.9833","292.8","-5.0","CA","CC","01/21/21","00:00","Canada-Quebec1","","31.0","","","","1","0","0","0","","","","","","","34.0","PPB","","","",""
"370690001","FRANKLTN","Inactive","R4","36.0975","-78.4636","0.0","-5.0","US","NC","01/21/21","00:00","North Carolina DEQ - Division of Air Quality","Wake County","","","","","1","0","0","0","","","","","","","","","","","",""
"211110044","Wyandotte Park","Inactive","R4","38.1911","-85.7792","0.0","-5.0","US","KY","01/21/21","00:00","Louisville Metro Air Pollution Control District ","","","","","","0","1","0","0","","","","","","","","","","","",""
"211110043","Southwick Community Center","Inactive","R4","38.2317","-85.8156","0.0","-5.0","US","KY","01/21/21","00:00","Louisville Metro Air Pollution Control District ","Louisville","","","","","0","1","1","0","","","","","","","","","","","",""
"036202010","JPN Site 036202010","Active","","34.173576","134.612844","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"080590002","Arvada - W. 57th Ave. & Garrison St.","Inactive","R8","39.8006","-105.0992","1571.1","-7.0","US","CO","01/21/21","00:00","Colorado Department of Public Health and Environment","Denver-Boulder","","","","","1","0","0","0","","","","","","","","","","","",""
"006210010","JPN Site 006210010","Active","","38.362673","140.376061","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"482730314","Corpus Christi - National Seashore C314","Active","R6","27.4269","-97.2986","390.4","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Corpus Christi","","","37.0","","0","0","1","0","","","8.0","UG/M3","","","","","","","",""
"042203010","JPN Site 042203010","Active","","32.792261","130.372426","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"030322010","JPN Site 030322010","Active","","34.275801","135.39944","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"420334000","Moshannon","Active","R3","41.1175","-78.5261","0.0","-5.0","US","PA","01/21/21","00:00","Pennsylvania Dept. of Environmental Protection","","22.0","","","","1","0","0","0","","","","","","","24.0","PPB","","","",""
"080590005","Welch - 12400 W. Hwy 285","Active","R8","39.6389","-105.1389","1571.1","-7.0","US","CO","01/21/21","00:00","Colorado Department of Public Health and Environment","Denver-Boulder","","","","","1","0","0","0","","","","","","","","","","","",""
"080590006","Rocky Flats - N - 16600 W. Colo. Hwy. 128","Active","R8","39.9128","-105.1883","1807.4","-7.0","US","CO","01/21/21","00:00","Colorado Department of Public Health and Environment","Denver-Boulder","40.0","","","","1","0","0","0","","","","","","","44.0","PPB","","","",""
"560391013","Yellowstone- Old Faithful Snow Lodge","Active","USEPA","44.373056","-110.830833","0.0","-7.0","US","WY","01/21/21","00:00","National Park Service","Yellowstone National Park","","","4.0","0.0","0","0","1","1","","","1.0","UG/M3","","","","","1.0","PPB","",""
"560391011","Yellowstone NP","Active","USEPA","44.5597","-110.4006","2469.0","-7.0","US","WY","01/21/21","00:00","National Park Service","Yellowstone National Park","37.0","","","","1","0","0","0","","","","","","","41.0","PPB","","","",""
"004406010","JPN Site 004406010","Active","","38.329076","140.981012","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"560391012","Yellowstone NP - Old Faithful","Inactive","USEPA","44.456902","-110.831398","2247.5","-7.0","US","WY","01/21/21","00:00","National Park Service","","","","","","0","0","1","0","","","","","","","","","","","",""
"014208020","JPN Site 014208020","Active","","35.295487","139.580157","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"060732000","Manzanita Tribe 1","Active","R9","32.7355","-116.3454","0.0","-8.0","US","CA","01/21/21","00:00","Manzanita Band of the Kumeyaay Nation","","","","","","0","1","0","0","","","","","","","","","","","",""
"121290001","St. Marks Wildlife Refuge","Active","R4","30.0842","-84.1617","0.0","-5.0","US","FL","01/21/21","00:00","Florida Dept. of Environmental Protection","","34.0","","52.0","","1","0","1","0","","","11.4","UG/M3","","","39.0","PPB","","","",""
"038401010","JPN Site 038401010","Active","","33.783862","132.696632","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"007210010","JPN Site 007210010","Active","","37.58498","140.463589","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"550090026","GREEN BAY UW","Active","R5","44.53","-87.9089","0.0","-6.0","US","WI","01/21/21","00:00","Wisconsin Dept. of Natural Resources","Outagamie/Brown Counties","","","","","1","0","0","0","","","","","","","","","","","",""
"060675003","Sloughhouse","Active","R9","38.494475","-121.211131","59.2","-8.0","US","CA","01/21/21","00:00","Sacramento Metro. AQMD","Sloughhouse","21.0","","15.0","","1","0","1","0","","","2.0","UG/M3","","","28.0","PPB","","","",""
"490350003","Cottonwood","Inactive","R8","40.644699","-111.849701","1343.5","-7.0","US","UT","01/21/21","00:00","Utah Department of Environmental Quality","Salt Lake City","","","","","0","0","0","0","","","","","","","","","","","",""
"027124010","JPN Site 027124010","Active","","34.709091","135.585794","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"484800060007","N/A","Inactive","MX","31.712222","-106.395278","0.0","-8.0","MX","MX","01/21/21","00:00","Baja California","","","","","","1","0","0","0","","","","","","","","","","","",""
"484800060006","N/A","Inactive","MX","31.735556","-106.459722","0.0","-8.0","MX","MX","01/21/21","00:00","Baja California","","","","","","1","0","0","0","","","","","","","","","","","",""
"170314002","CICERO","Active","R5","41.855301","-87.752502","0.0","-6.0","US","IL","01/21/21","00:00","Illinois EPA","Chicago|South & West Suburbs (Chicago)","","","","","1","0","0","0","","","","","","","","","","","",""
"211110027","BATES","Inactive","R4","38.1372","-85.5783","0.0","-5.0","US","KY","01/21/21","00:00","Louisville Metro Air Pollution Control District ","Louisville","","","","","1","0","1","0","","","","","","","","","","","",""
"160050004","Pocatello STP","Active","R10","42.916401","-112.5158","0.0","-7.0","US","ID","01/21/21","00:00","Idaho Department of Environmental Quality","Pocatello","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"170314007","DESPLNS","Active","R5","42.0603","-87.8631","0.0","-6.0","US","IL","01/21/21","00:00","Illinois EPA","Chicago|North & West Suburbs (Chicago)","","","20.0","","1","0","1","0","","","4.6","UG/M3","","","","","","","",""
"023110040","JPN Site 023110040","Active","","35.137679","136.880389","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","3.0","PPB","","","","","",""
"530251002","Moses Lake-Balsam St","Active","R10","47.1303","-119.2726","99.1","-8.0","US","WA","01/21/21","00:00","Washington Department of Ecology","Moses Lake","","","34.0","","0","0","1","0","","","8.2","UG/M3","","","","","","","",""
"530251003","Quincy 3rd","Active","R10","47.24126","-119.84595","0.0","-8.0","US","WA","01/21/21","00:00","Washington Department of Ecology","","","","28.0","","0","0","1","0","","","6.4","UG/M3","","","","","","","",""
"028204570","JPN Site 028204570","Active","","34.826296","135.306923","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.5","PPM","","","","","","","","","",""
"029363010","JPN Site 029363010","Active","","34.558555","135.789117","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"023110050","JPN Site 023110050","Active","","35.140178","136.812339","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"028109010","JPN Site 028109010","Active","","34.724637","135.131664","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"012219110","JPN Site 012219110","Active","","35.497143","140.180376","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"840560390009","Jackson Mobile","Inactive","R8","43.48256","-110.745261","1910.2","-7.0","US","WY","01/21/21","00:00","Wyoming Department of Environmental Quality","Jackson","","","","","1","1","1","1","","","","","","","","","","","",""
"038212030","JPN Site 038212030","Active","","33.921354","133.108258","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"000100701","Kelowna College","Active","CA","49.8611","-119.475","300.1","-8.0","CA","CC","01/21/21","00:00","British Columbia Ministry of Environment","","","","","","1","1","1","0","","","","","","","","","","","",""
"012305510","JPN Site 012305510","Active","","35.841825","140.001486","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.5","PPM","","","","","","","","","",""
"130893001","TUCKER","Inactive","R4","33.8478","-84.2136","0.0","-5.0","US","GA","01/21/21","00:00","Georgia Department of Natural Resources","Atlanta","","","","","0","0","0","0","","","","","","","","","","","",""
"483550034","Corpus Christi Dona Park C635","Active","R6","27.811814","-97.4657","7.6","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Corpus Christi","","","49.0","","0","0","1","0","","","13.2","UG/M3","","","","","","","",""
"013103010","JPN Site 013103010","Active","","35.645452","139.732628","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"483550035","Corpus Christi Oak Park C634","Active","R6","27.7989","-97.4339","12.2","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"483550036","Corpus Christi Port Grain Elevator C629","Active","R6","27.8175","-97.4197","12.2","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"483550037","Corpus Christi Hailey C630","Active","R6","27.8244","-97.4325","12.2","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"044201050","JPN Site 044201050","Active","","33.218348","131.592305","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
